URL,title
/dirlist.php?dir=subtitles%2Fjapanese%2FDeadman+Wonderland%2F,Deadman Wonderland
/dirlist.php?dir=subtitles%2Fjapanese%2FDeath+March+kara+Hajimaru+Isekai+Kyousoukyoku%2F,Death March kara Hajimaru Isekai Kyousoukyoku
/dirlist.php?dir=subtitles%2Fjapanese%2FDeath_Note%2F,Death Note
/dirlist.php?dir=subtitles%2Fjapanese%2FDebiruman%2F,Debiruman
/dirlist.php?dir=subtitles%2Fjapanese%2FDemi-chan+wa+Kataritai%2F,Demi-chan wa Kataritai
/dirlist.php?dir=subtitles%2Fjapanese%2FDenpa_Kyoushi%2F,Denpa Kyoushi
/dirlist.php?dir=subtitles%2Fjapanese%2FDenpa_Onna_To_Seishun_Otoko%2F,Denpa Onna To Seishun Otoko
/dirlist.php?dir=subtitles%2Fjapanese%2FDensetsu+no+Yuusha+no+Densetsu%2F,Densetsu no Yuusha no Densetsu
/dirlist.php?dir=subtitles%2Fjapanese%2FDetective_Conan%2F,Detective Conan
/dirlist.php?dir=subtitles%2Fjapanese%2FDevilman+Crybaby%2F,Devilman Crybaby
/dirlist.php?dir=subtitles%2Fjapanese%2FDevil+May+Cry%2F,Devil May Cry
/dirlist.php?dir=subtitles%2Fjapanese%2FDevils+Line%2F,Devils Line
/dirlist.php?dir=subtitles%2Fjapanese%2FDevil_Survivor_2_The_Animation%2F,Devil Survivor 2 The Animation
/dirlist.php?dir=subtitles%2Fjapanese%2FDiabolik+Lovers%2F,Diabolik Lovers
/dirlist.php?dir=subtitles%2Fjapanese%2FDiabolik+Lovers+More%2C+Blood%2F,"Diabolik Lovers More, Blood"
/dirlist.php?dir=subtitles%2Fjapanese%2FDies+irae%2F,Dies irae
/dirlist.php?dir=subtitles%2Fjapanese%2FDigimon+Adventure+Tri.%2F,Digimon Adventure Tri.
/dirlist.php?dir=subtitles%2Fjapanese%2FDigimon_Universe_Appli_Monsters%2F,Digimon Universe Appli Monsters
/dirlist.php?dir=subtitles%2Fjapanese%2FDigimon_Xros_Wars%2F,Digimon Xros Wars
/dirlist.php?dir=subtitles%2Fjapanese%2FDisc_Wars_Avengers%2F,Disc Wars Avengers
/dirlist.php?dir=subtitles%2Fjapanese%2FDive%21%21%2F,Dive!!
/dirlist.php?dir=subtitles%2Fjapanese%2FDoki_Doki%21_PreCure%2F,Doki Doki! PreCure
/dirlist.php?dir=subtitles%2Fjapanese%2FDokonjou+Gaeru%2F,Dokonjou Gaeru
/dirlist.php?dir=subtitles%2Fjapanese%2FDonten+ni+Warau%2F,Donten ni Warau
/dirlist.php?dir=subtitles%2Fjapanese%2FDonten+ni+Warau+Gaiden%2F,Donten ni Warau Gaiden
/dirlist.php?dir=subtitles%2Fjapanese%2FDoraemon+%2F,Doraemon 
/dirlist.php?dir=subtitles%2Fjapanese%2FDoraemon%2F,Doraemon
/dirlist.php?dir=subtitles%2Fjapanese%2FDoraemon+the+Movie%3A+Nobita%27s+Treasure+Island++%2F,Doraemon the Movie: Nobita's Treasure Island  
/dirlist.php?dir=subtitles%2Fjapanese%2FDoraemon+Vietsub%2F,Doraemon Vietsub
/dirlist.php?dir=subtitles%2Fjapanese%2FDorei-ku+The+Animation%2F,Dorei-ku The Animation
/dirlist.php?dir=subtitles%2Fjapanese%2FDororo%2F,Dororo
/dirlist.php?dir=subtitles%2Fjapanese%2FDouble+Decker%21+Doug+%26+Kirill%2F,Double Decker! Doug & Kirill
/dirlist.php?dir=subtitles%2Fjapanese%2FDoubutsu_No_Mori%2F,Doubutsu No Mori
/dirlist.php?dir=subtitles%2Fjapanese%2FDoubutsu_Sentai_Zyuohger%2F,Doubutsu Sentai Zyuohger
/dirlist.php?dir=subtitles%2Fjapanese%2FDoukoku+no+Nightmare%2F,Doukoku no Nightmare
/dirlist.php?dir=subtitles%2Fjapanese%2FDowntown+no+Gaki+no+Tsukai+ya+Arahende%21%21%2F,Downtown no Gaki no Tsukai ya Arahende!!
/dirlist.php?dir=subtitles%2Fjapanese%2FDr.+Stone%2F,Dr. Stone
/dirlist.php?dir=subtitles%2Fjapanese%2FDragon+Ball+Z%3A+Kami+to+Kami+%28Battle+of+Gods%29%2F,Dragon Ball Z: Kami to Kami (Battle of Gods)
/dirlist.php?dir=subtitles%2Fjapanese%2FDragon+Ball+Z+Fukkatsu+no+F+%28Resurrection+F%29%2F,Dragon Ball Z Fukkatsu no F (Resurrection F)
/dirlist.php?dir=subtitles%2Fjapanese%2FDragon+Quest+-+Yuusha+Abel+Densetsu%2F,Dragon Quest - Yuusha Abel Densetsu
/dirlist.php?dir=subtitles%2Fjapanese%2FDragon_Ball%2F,Dragon Ball
/dirlist.php?dir=subtitles%2Fjapanese%2FDragon_Ball_GT%2F,Dragon Ball GT
/dirlist.php?dir=subtitles%2Fjapanese%2FDragon_Ball_Kai%2F,Dragon Ball Kai
/dirlist.php?dir=subtitles%2Fjapanese%2FDragon_Ball_Super%2F,Dragon Ball Super
/dirlist.php?dir=subtitles%2Fjapanese%2FDragon_Ball_Z%2F,Dragon Ball Z
/dirlist.php?dir=subtitles%2Fjapanese%2FDRAMAtical+Murder%2F,DRAMAtical Murder
/dirlist.php?dir=subtitles%2Fjapanese%2Fdrifters%2F,drifters
/dirlist.php?dir=subtitles%2Fjapanese%2FDuel_Masters%2F,Duel Masters
/dirlist.php?dir=subtitles%2Fjapanese%2FDuel_Masters_Victory%2F,Duel Masters Victory
/dirlist.php?dir=subtitles%2Fjapanese%2FDuel_Masters_Victory_V%2F,Duel Masters Victory V
/dirlist.php?dir=subtitles%2Fjapanese%2FDuel_Masters_Victory_V3%2F,Duel Masters Victory V3
/dirlist.php?dir=subtitles%2Fjapanese%2FDuel_Masters_VS%2F,Duel Masters VS
/dirlist.php?dir=subtitles%2Fjapanese%2FDuel_Masters_VSR%2F,Duel Masters VSR
/dirlist.php?dir=subtitles%2Fjapanese%2FDuel_Masters_VSRF%2F,Duel Masters VSRF
/dirlist.php?dir=subtitles%2Fjapanese%2FDumbbell+Nan+Kilo+Moteru%3F%2F,Dumbbell Nan Kilo Moteru?
/dirlist.php?dir=subtitles%2Fjapanese%2FDungeon+ni+Deai+o+Motomeru+no+wa+Machigatte+Iru+Darouka%2F,Dungeon ni Deai o Motomeru no wa Machigatte Iru Darouka
/dirlist.php?dir=subtitles%2Fjapanese%2FDungeon+ni+Deai+o+Motomeru+no+wa+Machigatte+Iru+Darouka+Gaiden%3A+Sword+Oratoria%2F,Dungeon ni Deai o Motomeru no wa Machigatte Iru Darouka Gaiden: Sword Oratoria
/dirlist.php?dir=subtitles%2Fjapanese%2FDurarara%21%21%2F,Durarara!!
/dirlist.php?dir=subtitles%2Fjapanese%2FDurarara%21%21x2+Shou%2F,Durarara!!x2 Shou
/dirlist.php?dir=subtitles%2Fjapanese%2FDurarara%21%21x2+Ten%2F,Durarara!!x2 Ten
/dirlist.php?dir=subtitles%2Fjapanese%2Fef+-a+tale+of+memories%2F,ef -a tale of memories
/dirlist.php?dir=subtitles%2Fjapanese%2FEgao%2F,Egao
/dirlist.php?dir=subtitles%2Fjapanese%2FEikoku+Ikka%2C+Nihon+o+Taberu%2F,"Eikoku Ikka, Nihon o Taberu"
/dirlist.php?dir=subtitles%2Fjapanese%2FElfen+Lied%2F,Elfen Lied
/dirlist.php?dir=subtitles%2Fjapanese%2FEnen+no+Shouboutai%2F,Enen no Shouboutai
/dirlist.php?dir=subtitles%2Fjapanese%2FEngine_Sentai_Go-Onger%2F,Engine Sentai Go-Onger
/dirlist.php?dir=subtitles%2Fjapanese%2FEnsemble+Stars%21%2F,Ensemble Stars!
/dirlist.php?dir=subtitles%2Fjapanese%2FEromanga+Sensei%2F,Eromanga Sensei
/dirlist.php?dir=subtitles%2Fjapanese%2FEscaflowne%2F,Escaflowne
/dirlist.php?dir=subtitles%2Fjapanese%2FEscha+Chron%2F,Escha Chron
/dirlist.php?dir=subtitles%2Fjapanese%2FEsper+Mami%2F,Esper Mami
/dirlist.php?dir=subtitles%2Fjapanese%2FEureka+Seven+AO%2F,Eureka Seven AO
/dirlist.php?dir=subtitles%2Fjapanese%2FEureka_Seven%2F,Eureka Seven
/dirlist.php?dir=subtitles%2Fjapanese%2FEvangelion%2F,Evangelion
/dirlist.php?dir=subtitles%2Fjapanese%2FEVE+no+Jikan%2F,EVE no Jikan
/dirlist.php?dir=subtitles%2Fjapanese%2FFairy+Gone%2F,Fairy Gone
/dirlist.php?dir=subtitles%2Fjapanese%2FFairy+Tail+The+Movie%2F,Fairy Tail The Movie
/dirlist.php?dir=subtitles%2Fjapanese%2FFairy_Tail%2F,Fairy Tail
/dirlist.php?dir=subtitles%2Fjapanese%2FFairy_Tail_Best%21%2F,Fairy Tail Best!
/dirlist.php?dir=subtitles%2Fjapanese%2FFAIRY_TAIL_S3E%2F,FAIRY TAIL S3E
/dirlist.php?dir=subtitles%2Fjapanese%2FFate+Apocrypha%2F,Fate Apocrypha
/dirlist.php?dir=subtitles%2Fjapanese%2FFate+Grand+Order+First+Order%2F,Fate Grand Order First Order
/dirlist.php?dir=subtitles%2Fjapanese%2FFate+Grand+Order+MOONLIGHT+LOSTROOM%2F,Fate Grand Order MOONLIGHT LOSTROOM
/dirlist.php?dir=subtitles%2Fjapanese%2FFate+Kaleid+Liner+Prisma+Illya+3rei%21%21%2F,Fate Kaleid Liner Prisma Illya 3rei!!
/dirlist.php?dir=subtitles%2Fjapanese%2FFate+Kaleid+Liner+Prisma+Illya+Zwei%21%2F,Fate Kaleid Liner Prisma Illya Zwei!
/dirlist.php?dir=subtitles%2Fjapanese%2FFate+Stay+Night%2F,Fate Stay Night
/dirlist.php?dir=subtitles%2Fjapanese%2FFate+Stay+Night+Heaven%27s+Feel%2F,Fate Stay Night Heaven's Feel
/dirlist.php?dir=subtitles%2Fjapanese%2FFate+Stay+Night+Unlimited+Blade+Works+2014%2F,Fate Stay Night Unlimited Blade Works 2014
/dirlist.php?dir=subtitles%2Fjapanese%2FFate+Stay+Night+Unlimited+Blade+Works+Movie%2F,Fate Stay Night Unlimited Blade Works Movie
/dirlist.php?dir=subtitles%2Fjapanese%2FFate+Zero%2F,Fate Zero
/dirlist.php?dir=subtitles%2Fjapanese%2FFate_EXTRA+Last+Encore%2F,Fate EXTRA Last Encore
/dirlist.php?dir=subtitles%2Fjapanese%2FFate_Kaleid+Liner+Prisma+Illya%2F,Fate Kaleid Liner Prisma Illya
/dirlist.php?dir=subtitles%2Fjapanese%2FFinal+Fantasy+VII+Advent+Children%2F,Final Fantasy VII Advent Children
/dirlist.php?dir=subtitles%2Fjapanese%2FFinal+Fantasy+XV+Brotherhood%2F,Final Fantasy XV Brotherhood
/dirlist.php?dir=subtitles%2Fjapanese%2FFinal+Fantasy+XV+Kingsglaive%2F,Final Fantasy XV Kingsglaive
/dirlist.php?dir=subtitles%2Fjapanese%2FFLAG%2F,FLAG
/dirlist.php?dir=subtitles%2Fjapanese%2FFLCL%2F,FLCL
/dirlist.php?dir=subtitles%2Fjapanese%2Fflying+witch%2F,flying witch
/dirlist.php?dir=subtitles%2Fjapanese%2FFolktales+from+Japan%2F,Folktales from Japan
/dirlist.php?dir=subtitles%2Fjapanese%2FFractale%2F,Fractale
/dirlist.php?dir=subtitles%2Fjapanese%2FFree%21%2F,Free!
/dirlist.php?dir=subtitles%2Fjapanese%2FFree%21+Dive+to+the+Future%2F,Free! Dive to the Future
/dirlist.php?dir=subtitles%2Fjapanese%2FFree%21+Eternal+Summer%2F,Free! Eternal Summer
/dirlist.php?dir=subtitles%2Fjapanese%2FFree%21+Starting+Days%2F,Free! Starting Days
/dirlist.php?dir=subtitles%2Fjapanese%2FFreedom%2F,Freedom
/dirlist.php?dir=subtitles%2Fjapanese%2FFresh+PreCure%21%2F,Fresh PreCure!
/dirlist.php?dir=subtitles%2Fjapanese%2FFriends+-+Mononoke+Shima+no+Naki%2F,Friends - Mononoke Shima no Naki
/dirlist.php?dir=subtitles%2Fjapanese%2FFrom_Up_On_Poppy_Hill%2F,From Up On Poppy Hill
/dirlist.php?dir=subtitles%2Fjapanese%2FFrozen%2F,Frozen
/dirlist.php?dir=subtitles%2Fjapanese%2FFruits+Basket+%282019%29%2F,Fruits Basket (2019)
/dirlist.php?dir=subtitles%2Fjapanese%2FFruits+Baskets%2F,Fruits Baskets
/dirlist.php?dir=subtitles%2Fjapanese%2FFukigen+na+Mononokean%2F,Fukigen na Mononokean
/dirlist.php?dir=subtitles%2Fjapanese%2FFukumenkei+Noise%2F,Fukumenkei Noise
/dirlist.php?dir=subtitles%2Fjapanese%2FFullmetal+Alchemist+-+The+Sacred+Star+Of+Milos%2F,Fullmetal Alchemist - The Sacred Star Of Milos
/dirlist.php?dir=subtitles%2Fjapanese%2FFullmetal+Alchemist%2F,Fullmetal Alchemist
/dirlist.php?dir=subtitles%2Fjapanese%2FFull+Metal+Panic%21+Invisible+Victory%2F,Full Metal Panic! Invisible Victory
/dirlist.php?dir=subtitles%2Fjapanese%2FFullmetal+Panic%2F,Fullmetal Panic
/dirlist.php?dir=subtitles%2Fjapanese%2FFullmetal_Alchemist_Brotherhood%2F,Fullmetal Alchemist Brotherhood
/dirlist.php?dir=subtitles%2Fjapanese%2FFull_Metal_Panic%21%2F,Full Metal Panic!
/dirlist.php?dir=subtitles%2Fjapanese%2FFull_Metal_Panic_Fumoffu%2F,Full Metal Panic Fumoffu
/dirlist.php?dir=subtitles%2Fjapanese%2FFull_Metal_Panic_The_Second_Raid%2F,Full Metal Panic The Second Raid
/dirlist.php?dir=subtitles%2Fjapanese%2FFune+wo+Amu%2F,Fune wo Amu
/dirlist.php?dir=subtitles%2Fjapanese%2FFurusato+Saisei+Nippon+no+Mukashibanashi%2F,Furusato Saisei Nippon no Mukashibanashi
/dirlist.php?dir=subtitles%2Fjapanese%2FFuse+-+Teppou+Musume+no+Torimonochou%2F,Fuse - Teppou Musume no Torimonochou
/dirlist.php?dir=subtitles%2Fjapanese%2FFutari_Wa_Pretty_Cure%2F,Futari Wa Pretty Cure
/dirlist.php?dir=subtitles%2Fjapanese%2FFutari_Wa_Pretty_Cure_Max_Heart%2F,Futari Wa Pretty Cure Max Heart
/dirlist.php?dir=subtitles%2Fjapanese%2FFutari_Wa_Pretty_Cure_Splash_Star%2F,Futari Wa Pretty Cure Splash Star
/dirlist.php?dir=subtitles%2Fjapanese%2FFutsuu_No_Joshikousei_Ga_Locodol_Yattemita%2F,Futsuu No Joshikousei Ga Locodol Yattemita
/dirlist.php?dir=subtitles%2Fjapanese%2FFuture_Card_Buddyfight%2F,Future Card Buddyfight
/dirlist.php?dir=subtitles%2Fjapanese%2FFuture_Card_Buddyfight_100%2F,Future Card Buddyfight 100
/dirlist.php?dir=subtitles%2Fjapanese%2FFuture_Card_Buddyfight_DDD%2F,Future Card Buddyfight DDD
/dirlist.php?dir=subtitles%2Fjapanese%2FFuture_War_198X_Nen%2F,Future War 198X Nen
/dirlist.php?dir=subtitles%2Fjapanese%2FGa-Rei+Zero%2F,Ga-Rei Zero
/dirlist.php?dir=subtitles%2Fjapanese%2FGabriel+Dropout%2F,Gabriel Dropout
/dirlist.php?dir=subtitles%2Fjapanese%2FGaikotsu+Shotenin+Honda-san%2F,Gaikotsu Shotenin Honda-san
/dirlist.php?dir=subtitles%2Fjapanese%2FGaist_Crusher%2F,Gaist Crusher
/dirlist.php?dir=subtitles%2Fjapanese%2FGake+no+Ue+no+Ponyo%2F,Gake no Ue no Ponyo
/dirlist.php?dir=subtitles%2Fjapanese%2FGakkou+Gurashi%21%2F,Gakkou Gurashi!
/dirlist.php?dir=subtitles%2Fjapanese%2FGakuen+Toshi+Asterisk%2F,Gakuen Toshi Asterisk
/dirlist.php?dir=subtitles%2Fjapanese%2FGalilei_Donna%2F,Galilei Donna
/dirlist.php?dir=subtitles%2Fjapanese%2FGamers%21%2F,Gamers!
/dirlist.php?dir=subtitles%2Fjapanese%2FGangsta%2F,Gangsta
/dirlist.php?dir=subtitles%2Fjapanese%2FGanso+Tensai+Bakabon%2F,Ganso Tensai Bakabon
/dirlist.php?dir=subtitles%2Fjapanese%2FGantz%2F,Gantz
/dirlist.php?dir=subtitles%2Fjapanese%2FGaro%2F,Garo
/dirlist.php?dir=subtitles%2Fjapanese%2FGaro_Makai_Senki%2F,Garo Makai Senki
/dirlist.php?dir=subtitles%2Fjapanese%2FGaro_Yami_wo_Terasu_Mono%2F,Garo Yami wo Terasu Mono
/dirlist.php?dir=subtitles%2Fjapanese%2FGATE+Jieitai+Kanochi+nite%2C+Kaku+Tatakaeri%2F,"GATE Jieitai Kanochi nite, Kaku Tatakaeri"
/dirlist.php?dir=subtitles%2Fjapanese%2FGauche+the+Cellist%2F,Gauche the Cellist
/dirlist.php?dir=subtitles%2Fjapanese%2FGed+Senki%2F,Ged Senki
/dirlist.php?dir=subtitles%2Fjapanese%2FGeGeGe+no+Kitaro%2F,GeGeGe no Kitaro
/dirlist.php?dir=subtitles%2Fjapanese%2FGekijouban+Mahouka+Koukou+no+Rettousei+Hoshi+o+Yobu+Shoujo%2F,Gekijouban Mahouka Koukou no Rettousei Hoshi o Yobu Shoujo
/dirlist.php?dir=subtitles%2Fjapanese%2FGekijouban+Wakaokami+wa+Shougakusei%21%2F,Gekijouban Wakaokami wa Shougakusei!
/dirlist.php?dir=subtitles%2Fjapanese%2FGekijou+Soushuuhen+Code+Geass+Hangyaku+no+Lelouch%2F,Gekijou Soushuuhen Code Geass Hangyaku no Lelouch
/dirlist.php?dir=subtitles%2Fjapanese%2FGekkan+Shoujo+Nozaki-kun%2F,Gekkan Shoujo Nozaki-kun
/dirlist.php?dir=subtitles%2Fjapanese%2FGenesis_Of_Aquarion%2F,Genesis Of Aquarion
/dirlist.php?dir=subtitles%2Fjapanese%2FGenji+Monogatari+Sennenki%2F,Genji Monogatari Sennenki
/dirlist.php?dir=subtitles%2Fjapanese%2FGenseishin+Justirisers%2F,Genseishin Justirisers
/dirlist.php?dir=subtitles%2Fjapanese%2FGenshiken+Nidaime%2F,Genshiken Nidaime
/dirlist.php?dir=subtitles%2Fjapanese%2FGetter_Robo%2F,Getter Robo
/dirlist.php?dir=subtitles%2Fjapanese%2FGetter_Robot_Go%2F,Getter Robot Go
/dirlist.php?dir=subtitles%2Fjapanese%2FGhost+in+the+Shell%2F,Ghost in the Shell
/dirlist.php?dir=subtitles%2Fjapanese%2FGhost+in+the+Shell+2%3A+Innocence%2F,Ghost in the Shell 2: Innocence
/dirlist.php?dir=subtitles%2Fjapanese%2FGhost+in+the+Shell+Arise%2F,Ghost in the Shell Arise
/dirlist.php?dir=subtitles%2Fjapanese%2FGhost+in+the+Shell+New+Movie%2F,Ghost in the Shell New Movie
/dirlist.php?dir=subtitles%2Fjapanese%2FGhost_In_The_Shell_Stand_Alone_Complex%2F,Ghost In The Shell Stand Alone Complex
/dirlist.php?dir=subtitles%2Fjapanese%2FGhost_In_The_Shell_Stand_Alone_Complex_2nd_GIG%2F,Ghost In The Shell Stand Alone Complex 2nd GIG
/dirlist.php?dir=subtitles%2Fjapanese%2FGhost_Sweeper_Mikami%2F,Ghost Sweeper Mikami
/dirlist.php?dir=subtitles%2Fjapanese%2FGiant+Robo+The+Day+the+Earth+Stood+Still%2F,Giant Robo The Day the Earth Stood Still
/dirlist.php?dir=subtitles%2Fjapanese%2FGiant_Killing%2F,Giant Killing
/dirlist.php?dir=subtitles%2Fjapanese%2FGinban+Kaleidoscope%2F,Ginban Kaleidoscope
/dirlist.php?dir=subtitles%2Fjapanese%2FGinga+Nagareboshi+Gin%2F,Ginga Nagareboshi Gin
/dirlist.php?dir=subtitles%2Fjapanese%2FGinga+Tetsudou+999%2F,Ginga Tetsudou 999
/dirlist.php?dir=subtitles%2Fjapanese%2FGinga+Tetsudou+no+Yoru%2F,Ginga Tetsudou no Yoru
/dirlist.php?dir=subtitles%2Fjapanese%2FGinga_E_Kick-Off%2F,Ginga E Kick-Off
/dirlist.php?dir=subtitles%2Fjapanese%2FGingitsune%2F,Gingitsune
/dirlist.php?dir=subtitles%2Fjapanese%2FGintama%27_+Enchousen%2F,Gintama'  Enchousen
/dirlist.php?dir=subtitles%2Fjapanese%2FGintama%2F,Gintama
/dirlist.php?dir=subtitles%2Fjapanese%2FGin_No_Saji%2F,Gin No Saji
/dirlist.php?dir=subtitles%2Fjapanese%2FGiovanni+no+Shima%2F,Giovanni no Shima
/dirlist.php?dir=subtitles%2Fjapanese%2FGirlish_Number%2F,Girlish Number
/dirlist.php?dir=subtitles%2Fjapanese%2FGirls+und+Panzer%2F,Girls und Panzer
/dirlist.php?dir=subtitles%2Fjapanese%2FGirls+und+Panzer+der+Film%2F,Girls und Panzer der Film
/dirlist.php?dir=subtitles%2Fjapanese%2FGlass+no+Hana+to+Kowasu+Sekai+-+Garakowa%2F,Glass no Hana to Kowasu Sekai - Garakowa
/dirlist.php?dir=subtitles%2Fjapanese%2FGlass+no+Hana+to+Kowasu+Sekai%2F,Glass no Hana to Kowasu Sekai
/dirlist.php?dir=subtitles%2Fjapanese%2FGo%21+Princess+Precure+Go%21+Go%21%21+Gouka+3-hontate%21%21%21%2F,Go! Princess Precure Go! Go!! Gouka 3-hontate!!!
/dirlist.php?dir=subtitles%2Fjapanese%2FGo%21_Anpanman%2F,Go! Anpanman
/dirlist.php?dir=subtitles%2Fjapanese%2FGo%21_Princess_PreCure%2F,Go! Princess PreCure
/dirlist.php?dir=subtitles%2Fjapanese%2FGoblin+Slayer%2F,Goblin Slayer
/dirlist.php?dir=subtitles%2Fjapanese%2FGochuumon+wa+Usagi+Desuka%2F,Gochuumon wa Usagi Desuka
/dirlist.php?dir=subtitles%2Fjapanese%2FGochuumon+wa+Usagi+Desuka+S2%2F,Gochuumon wa Usagi Desuka S2
/dirlist.php?dir=subtitles%2Fjapanese%2FGod+Eater%2F,God Eater
/dirlist.php?dir=subtitles%2Fjapanese%2FGodzilla%3A+Kaijuu+Wakusei%2F,Godzilla: Kaijuu Wakusei
/dirlist.php?dir=subtitles%2Fjapanese%2FGoGo_Sentai_Boukenger%2F,GoGo Sentai Boukenger
/dirlist.php?dir=subtitles%2Fjapanese%2FGokyoudai+Monogatari%2F,Gokyoudai Monogatari
/dirlist.php?dir=subtitles%2Fjapanese%2F+Golden+Axe-1.zip%2F, Golden Axe-1.zip
/dirlist.php?dir=subtitles%2Fjapanese%2FGolden+Time%2F,Golden Time
/dirlist.php?dir=subtitles%2Fjapanese%2FGolgo_13%2F,Golgo 13
/dirlist.php?dir=subtitles%2Fjapanese%2FGON%2F,GON
/dirlist.php?dir=subtitles%2Fjapanese%2FGosick%2F,Gosick
/dirlist.php?dir=subtitles%2Fjapanese%2FGranblue+Fantasy+The+Animation%2F,Granblue Fantasy The Animation
/dirlist.php?dir=subtitles%2Fjapanese%2FGrand+blue%2F,Grand blue
/dirlist.php?dir=subtitles%2Fjapanese%2FGravity+Daze+The+Animation+Ouverture%2F,Gravity Daze The Animation Ouverture
/dirlist.php?dir=subtitles%2Fjapanese%2FGreat_Mazinger%2F,Great Mazinger
/dirlist.php?dir=subtitles%2Fjapanese%2FGrimms+Notes+The+Animation%2F,Grimms Notes The Animation
/dirlist.php?dir=subtitles%2Fjapanese%2FGrisaia+no+Kajitsu%2F,Grisaia no Kajitsu
/dirlist.php?dir=subtitles%2Fjapanese%2FGugure%21+Kokkuri-san%2F,Gugure! Kokkuri-san
/dirlist.php?dir=subtitles%2Fjapanese%2FGuilty_Crown%2F,Guilty Crown
/dirlist.php?dir=subtitles%2Fjapanese%2FGuin+Saga%2F,Guin Saga
/dirlist.php?dir=subtitles%2Fjapanese%2FGundam+Seed%2F,Gundam Seed
/dirlist.php?dir=subtitles%2Fjapanese%2FGundam+Seed+Destiny%2F,Gundam Seed Destiny
/dirlist.php?dir=subtitles%2Fjapanese%2FGundam_Build_Fighters%2F,Gundam Build Fighters
/dirlist.php?dir=subtitles%2Fjapanese%2FGundam_Build_Fighters_Try%2F,Gundam Build Fighters Try
/dirlist.php?dir=subtitles%2Fjapanese%2FGundam_G_No_Reconguista%2F,Gundam G No Reconguista
/dirlist.php?dir=subtitles%2Fjapanese%2FGunjou+no+Magmel%2F,Gunjou no Magmel
/dirlist.php?dir=subtitles%2Fjapanese%2FGuskou+Budori+no+Denki%2F,Guskou Budori no Denki
/dirlist.php?dir=subtitles%2Fjapanese%2FGyakkyou_Burai_Kaiji%2F,Gyakkyou Burai Kaiji
/dirlist.php?dir=subtitles%2Fjapanese%2FGyakkyou_Burai_Kaiji_Hakairoku-hen%2F,Gyakkyou Burai Kaiji Hakairoku-hen
/dirlist.php?dir=subtitles%2Fjapanese%2FGyakusatsu+Kikan+GENOCIDAL+ORGAN%2F,Gyakusatsu Kikan GENOCIDAL ORGAN
/dirlist.php?dir=subtitles%2Fjapanese%2FGyakuten_Saiban%2F,Gyakuten Saiban
/dirlist.php?dir=subtitles%2Fjapanese%2FGyakuten_Saiban_S02%2F,Gyakuten Saiban S02
/dirlist.php?dir=subtitles%2Fjapanese%2FHachimitsu+to+Clover%2F,Hachimitsu to Clover
/dirlist.php?dir=subtitles%2Fjapanese%2FHachimitsu+to+Clover+II%2F,Hachimitsu to Clover II
/dirlist.php?dir=subtitles%2Fjapanese%2FHaikyuu%21%21%2F,Haikyuu!!
/dirlist.php?dir=subtitles%2Fjapanese%2FHaikyuu%21%21+S3%2F,Haikyuu!! S3
/dirlist.php?dir=subtitles%2Fjapanese%2FHaikyuu%21%21+Second+Season%2F,Haikyuu!! Second Season
/dirlist.php?dir=subtitles%2Fjapanese%2FHai+to+Gensou+no+Grimgar%2F,Hai to Gensou no Grimgar
/dirlist.php?dir=subtitles%2Fjapanese%2FHaiyore%21+Nyaruko-san%2F,Haiyore! Nyaruko-san
/dirlist.php?dir=subtitles%2Fjapanese%2FHaiyore%21+Nyaruko-san+W%2F,Haiyore! Nyaruko-san W
/dirlist.php?dir=subtitles%2Fjapanese%2FHajime+No+Ippo%2F,Hajime No Ippo
/dirlist.php?dir=subtitles%2Fjapanese%2FHajimete+no+Gal%2F,Hajimete no Gal
/dirlist.php?dir=subtitles%2Fjapanese%2FHajime_No_Ippo%2F,Hajime No Ippo
/dirlist.php?dir=subtitles%2Fjapanese%2FHajime_No_Ippo_New_Challenger%2F,Hajime No Ippo New Challenger
/dirlist.php?dir=subtitles%2Fjapanese%2FHakata+Tonkotsu+Ramens%2F,Hakata Tonkotsu Ramens
/dirlist.php?dir=subtitles%2Fjapanese%2FHakkenden+-+Touhou+Hakken+Ibun%2F,Hakkenden - Touhou Hakken Ibun
/dirlist.php?dir=subtitles%2Fjapanese%2FHakumei+to+Mikochi%2F,Hakumei to Mikochi
/dirlist.php?dir=subtitles%2Fjapanese%2FHakyuu+Houshin+Engi%2F,Hakyuu Houshin Engi
/dirlist.php?dir=subtitles%2Fjapanese%2FHal%2F,Hal
/dirlist.php?dir=subtitles%2Fjapanese%2FHamatora%2F,Hamatora
/dirlist.php?dir=subtitles%2Fjapanese%2FHanasakeru+Seishounen%2F,Hanasakeru Seishounen
/dirlist.php?dir=subtitles%2Fjapanese%2FHanasaku+Iroha%2F,Hanasaku Iroha
/dirlist.php?dir=subtitles%2Fjapanese%2FHana+to+Alice+Satsujin+Jiken%2F,Hana to Alice Satsujin Jiken
/dirlist.php?dir=subtitles%2Fjapanese%2FHanayamata%2F,Hanayamata
/dirlist.php?dir=subtitles%2Fjapanese%2FHanbun+no+Tsuki+ga+Noboru+Sora%2F,Hanbun no Tsuki ga Noboru Sora
/dirlist.php?dir=subtitles%2Fjapanese%2FHanda-kun%2F,Handa-kun
/dirlist.php?dir=subtitles%2Fjapanese%2FHanebado%21%2F,Hanebado!
